解剖学::06 下肢骨	下肢骨は片側で何個？内訳は？	30 骨（大腿骨1・膝蓋骨1・脛骨1・腓骨1・足根骨7・中足骨5・趾骨14）	30＝大腿1＋膝蓋1＋下腿2＋足26	下肢骨,総論,頻出	k2724846b
解剖学::06 下肢骨	骨盤を構成する骨は？	左右の寛骨・仙骨・尾骨	『骨盤＝寛骨2＋仙骨＋尾骨』	下肢骨,骨盤,頻出	k4e099795
解剖学::06 下肢骨	大腿骨の頸体角と前捻角の正常値は？	頸体角 約125°（成人）、前捻角 約10〜15°	「125°で荷重を膝へ」	下肢骨,大腿骨,頻出	kf36b6ce9
解剖学::06 下肢骨	頸体角が減少・増大するとそれぞれ何と呼ぶ？	減少＝内反股、増大＝外反股		下肢骨,大腿骨	k699cf7e0
解剖学::06 下肢骨	片脚立位で骨盤の水平を保つ筋は？	中殿筋などの外転筋群	障害されると Trendelenburg 徴候	下肢骨,臨床,頻出	ke08e4845
解剖学::06 下肢骨	骨盤入口を囲む構造は？	岬角、弓状線、恥骨櫛、恥骨結合上縁		下肢骨,骨盤	kd37f10b9
解剖学::06 下肢骨	仙結節靱帯・仙棘靱帯は坐骨切痕を何に変える？	大坐骨孔と小坐骨孔		下肢骨,骨盤,頻出	k0dceb61f
解剖学::06 下肢骨	女性骨盤の特徴は？	入口が広く円形、恥骨下角が大きい（一般に 80〜90°以上）	産科で重要	下肢骨,骨盤,臨床	kdbc81a04
解剖学::06 下肢骨	足根骨 7 個を挙げよ	距骨・踵骨・舟状骨・立方骨・内側/中間/外側楔状骨	「距・踵・舟・立、内中外楔」	下肢骨,足部,頻出	kac30dd2c
解剖学::06 下肢骨	寛骨はどの 3 骨が癒合してできる？	腸骨・坐骨・恥骨	『腸・坐・恥がYで合体』。小児期はY字軟骨	下肢骨,骨盤,頻出	kb4211aa5
解剖学::06 下肢骨	腸骨の主要な骨性指標は？	腸骨稜、ASIS、AIIS、上後腸骨棘、下後腸骨棘、弓状線、腸骨窩、大坐骨切痕		下肢骨,骨盤	kcab6130e
解剖学::06 下肢骨	腸骨稜の最高点はどの高さの目安？	L4 棘突起／L4-5 間	「腸骨稜＝L4」	下肢骨,骨盤,頻出	k3f54ae36
解剖学::06 下肢骨	ASIS に付着する筋・靱帯は？	縫工筋・鼠径靱帯	ASIS＝縫工筋	下肢骨,骨盤,頻出	kf9ca93b7
解剖学::06 下肢骨	AIIS に付着する筋は？	大腿直筋	AIIS＝大腿直筋	下肢骨,骨盤,頻出	k4d08d5a1
解剖学::06 下肢骨	ASIS・AIIS の裂離骨折はそれぞれどの筋の牽引で起こる？	ASIS は縫工筋、AIIS は大腿直筋	若年スポーツ選手に多い	下肢骨,骨盤,臨床	k510f0742
解剖学::06 下肢骨	坐骨結節に起始する筋は？	ハムストリングス、大内転筋の坐骨部	『座る骨＝坐骨結節』	下肢骨,骨盤	kc3a4355d
解剖学::06 下肢骨	坐骨棘の臨床的意義は？	陰部神経ブロックの触知目標であり、産科では児頭下降度の指標（station 0）	『station 0＝坐骨棘』	下肢骨,骨盤,臨床,頻出	kdb843f7d
解剖学::06 下肢骨	恥骨結節に付着する靱帯は？	鼠径靱帯（内側付着）	『恥骨結節＝鼠径靱帯の終点』	下肢骨,骨盤	k9ce287cc
解剖学::06 下肢骨	寛骨臼の荷重面は？	月状面（硝子軟骨で覆われる）	『臼の月状面が荷重面』	下肢骨,骨盤	ka68e075e
解剖学::06 下肢骨	閉鎖管を通る神経・血管は？	閉鎖神経・閉鎖動静脈	閉鎖孔の上だけ神経が通る	下肢骨,骨盤,神経,頻出	k97d791b3
解剖学::06 下肢骨	閉鎖ヘルニアの好発と特徴的徴候は？	痩せた高齢女性に多く、閉鎖神経刺激による Howship–Romberg 徴候		下肢骨,骨盤,臨床	kaebf1511
解剖学::06 下肢骨	仙骨・尾骨はそれぞれ何個の椎骨が癒合したもの？	仙骨は 5 仙椎、尾骨は通常 3〜5 尾椎	『仙骨5が融合、裂孔は尾側』	下肢骨,骨盤	k121fb3e6
解剖学::06 下肢骨	仙骨ブロック（硬膜外）の入口となる構造は？	仙骨裂孔（仙骨角の間に触知）		下肢骨,骨盤,臨床	k8fab573f
解剖学::06 下肢骨	大腿骨の主要な骨性指標は？	骨頭、頸、大転子、小転子、転子間線・稜、粗線、内外側顆、内外側上顆、顆間窩、内転筋結節		下肢骨,大腿骨	kee29685e
解剖学::06 下肢骨	大転子に付着する筋は？	中殿筋・小殿筋、梨状筋、内閉鎖筋＋双子筋などの外旋筋群	『大＝殿筋、小＝腸腰筋』	下肢骨,大腿骨,頻出	k879f7758
解剖学::06 下肢骨	小転子に付着する筋は？	腸腰筋		下肢骨,大腿骨,頻出	k9de17100
解剖学::06 下肢骨	大腿骨頭を主に栄養する動脈は？	内側大腿回旋動脈の網状枝		下肢骨,大腿骨,血管,頻出	k523a6715
解剖学::06 下肢骨	大腿骨頸部骨折の典型的な肢位は？	外旋・短縮位	転倒後の鼠径部痛	下肢骨,大腿骨,臨床,頻出	kd8533e2e
解剖学::06 下肢骨	大腿骨頸部骨折で問題となる合併症は？	骨頭壊死・偽関節（関節包内骨折のため骨頭血流が障害される）	『頸部＝壊死・偽関節』	下肢骨,大腿骨,臨床,頻出	k36fe769d
解剖学::06 下肢骨	転子部骨折が頸部骨折と異なる点は？	関節包外の骨折で骨頭壊死は少ないが、出血・全身状態の管理が重要	『転子部＝関節包外』	下肢骨,大腿骨,臨床,頻出	kfcf9f688
解剖学::06 下肢骨	大腿骨粗線に付着する主な筋は？	内転長筋・短筋・大筋、外側広筋、内側広筋、大腿二頭筋短頭	『粗線は後面、内転筋の基地』	下肢骨,大腿骨	k515b9636
解剖学::06 下肢骨	大腿骨骨幹骨折で注意すべき全身合併症は？	大量出血と脂肪塞栓症		下肢骨,大腿骨,臨床,頻出	kd24d5d9b
解剖学::06 下肢骨	大腿骨遠位端骨折・膝脱臼で必ず評価すべき血管は？	膝窩動脈（足背動脈などで末梢循環を確認）	『顆の後ろに膝窩動脈』	下肢骨,大腿骨,臨床,頻出	ka1356423
解剖学::06 下肢骨	内転筋結節に付着する筋は？	大内転筋		下肢骨,大腿骨	keb3632f6
解剖学::06 下肢骨	膝蓋骨はどんな骨？	人体最大の種子骨。大腿四頭筋腱内にあり、底が上方・尖が下方		下肢骨,膝蓋骨,頻出	k49be441d
解剖学::06 下肢骨	膝蓋靱帯はどこからどこへ走る？	膝蓋骨の尖から脛骨粗面へ	『膝蓋腱→脛骨粗面、反射L4』	下肢骨,膝蓋骨	k28b17e89
解剖学::06 下肢骨	膝蓋腱反射の髄節と神経は？	L3–L4（主に L4）、大腿神経		下肢骨,膝蓋骨,神経,頻出	kfe9c9b11
解剖学::06 下肢骨	膝蓋骨脱臼はどちら向きが多い？	外側		下肢骨,膝蓋骨,臨床	k4fce3ff5
解剖学::06 下肢骨	脛骨の主要な骨性指標は？	内外側顆、顆間隆起、脛骨粗面、前縁、ヒラメ筋線、内果、腓骨切痕	『脛骨＝内側・荷重・太い』	下肢骨,脛骨	k565e82f0
解剖学::06 下肢骨	脛骨粗面に付着するのは？	膝蓋靱帯		下肢骨,脛骨,頻出	k1741387c
解剖学::06 下肢骨	前十字靱帯（ACL）・後十字靱帯（PCL）の脛骨側付着部は？	ACL は前顆間野、PCL は後顆間野	『ACL前、PCL後』	下肢骨,脛骨,靱帯,頻出	k8256b8e0
解剖学::06 下肢骨	Gerdy 結節に付着するのは？	腸脛靱帯		下肢骨,脛骨	kbe17e888
解剖学::06 下肢骨	Osgood-Schlatter 病はどこの骨端症？	脛骨粗面		下肢骨,脛骨,臨床,頻出	k57cb16f9
解剖学::06 下肢骨	脛骨骨幹骨折の特徴は？	前縁が皮下にあるため開放骨折になりやすい		下肢骨,脛骨,臨床	k83685f4e
解剖学::06 下肢骨	足根管を通る構造を前から順に？	後脛骨筋腱・長趾屈筋腱・後脛骨動静脈・脛骨神経・長母趾屈筋腱	「Tom, Dick, And Nervous Harry」／「内果うしろ：T-D-A-N-H」	下肢骨,足部,神経,頻出	k22fb7fe9
解剖学::06 下肢骨	足根管症候群の症状と誘発試験は？	足底のしびれ・灼熱痛。Tinel 徴候	脛骨神経の圧迫	下肢骨,足部,臨床,頻出	kd9910761
解剖学::06 下肢骨	三角靱帯はどこからどこへ？	内果から距骨・踵骨・舟状骨へ		下肢骨,足部,靱帯	k397992c5
解剖学::06 下肢骨	腓骨頸の近くを浅く走る神経は？	総腓骨神経	『腓骨頸＝総腓骨神経』	下肢骨,腓骨,神経,頻出	k4d89393d
解剖学::06 下肢骨	総腓骨神経麻痺の症状は？	下垂足、足背屈不能（深腓骨神経）、足背の感覚低下	ギプス圧迫でも起こる	下肢骨,腓骨,臨床,頻出	k2e2575f5
解剖学::06 下肢骨	腓骨頭に付着する筋・靱帯は？	大腿二頭筋・腓側側副靱帯		下肢骨,腓骨	kacc1e976
解剖学::06 下肢骨	外果から起こる 3 つの靱帯は？	前距腓靱帯（ATFL）・踵腓靱帯（CFL）・後距腓靱帯（PTFL）	『外果＝ATFL・CFL・PTFL』	下肢骨,足部,靱帯,頻出	k90ce1a03
解剖学::06 下肢骨	足関節内反捻挫で最も損傷されやすい靱帯は？	前距腓靱帯（ATFL）	『内反底屈→ATFL』	下肢骨,足部,臨床,頻出	kdd4d36a8
解剖学::06 下肢骨	足根骨で唯一、筋が付着しない骨は？	距骨	『距骨だけ筋が付かない』	下肢骨,足部,頻出	k1717f658
解剖学::06 下肢骨	距骨頸骨折で問題となるのは？	骨頭側の血流途絶による骨壊死		下肢骨,足部,臨床,頻出	k76e4552a
解剖学::06 下肢骨	最大の足根骨は？	踵骨		下肢骨,足部	ka2103c6b
解剖学::06 下肢骨	アキレス腱はどこに付着する？	踵骨隆起の後面	断裂は付着部近位に多い	下肢骨,足部,頻出	k478945f8
解剖学::06 下肢骨	踵骨骨折を見たら他に何を検索する？	脊椎圧迫骨折（高所転落で受傷するため）	『踵骨骨折なら踵＋脊椎も見る』	下肢骨,足部,臨床,頻出	k3773d01c
解剖学::06 下肢骨	足の舟状骨粗面に付着する筋は？	後脛骨筋腱（内側縦アーチを支持）	『舟状骨＝後脛骨筋の停泊地』	下肢骨,足部,頻出	ka72a0965
解剖学::06 下肢骨	立方骨の足底の溝を通る腱は？	長腓骨筋腱	『立方骨の下を長腓骨筋が横断』	下肢骨,足部	k8e60df1b
解剖学::06 下肢骨	楔状骨は何個で、最小はどれ？	3 個（内側・中間・外側）。最小は中間楔状骨	『楔は内・中・外、真ん中最小』	下肢骨,足部	k2f984ecb
解剖学::06 下肢骨	Lisfranc 靱帯はどこからどこへ？	内側楔状骨から第 2 中足骨基部へ	『第2中足骨がLisfrancの鍵』	下肢骨,足部,靱帯,頻出	k2e4f2b7b
解剖学::06 下肢骨	Lisfranc 損傷を示唆する所見は？	足背腫脹と足底の皮下出血斑	荷重X線で整列を評価	下肢骨,足部,臨床,頻出	k8be75739
解剖学::06 下肢骨	中足骨で最も長いもの・最も太いものは？	最長は第 2 中足骨、最も太いのは第 1 中足骨	『第2最長、第1最太』	下肢骨,足部	k9e6a481b
解剖学::06 下肢骨	第 5 中足骨粗面に付着する筋は？	短腓骨筋	『第5は短腓骨』	下肢骨,足部,頻出	ke43dd49d
解剖学::06 下肢骨	第 5 中足骨基部骨折の 2 型の違いは？	Zone 1 は裂離骨折、Zone 2 は Jones 骨折で偽関節のリスクが高い		下肢骨,足部,臨床,頻出	kd98e0e51
解剖学::06 下肢骨	趾骨は全部で何個？内訳は？	14 個（母趾は 2 個、第2〜5趾は 3 個ずつ）	『14＝母趾2＋他4趾×3』	下肢骨,足部,頻出	k380860a2
解剖学::06 下肢骨	内側縦アーチを構成する骨は？	踵骨・距骨・舟状骨・楔状骨・第1〜3中足骨	『距骨が内側縦アーチの要石』	下肢骨,足部	k61169a0b
解剖学::06 下肢骨	足のアーチを支持する主な靱帯・腱は？	足底腱膜、長足底靱帯、足底踵舟靱帯（spring ligament）、後脛骨筋腱、長腓骨筋腱		下肢骨,足部	k3ac4a708
解剖学::06 下肢骨	成人後天性扁平足の主な原因は？	後脛骨筋腱機能不全		下肢骨,足部,臨床,頻出	k2fb1091b
解剖学::06 下肢骨	股関節脱臼はどちら向きが多く、どんな肢位になる？	後方脱臼が最多。屈曲・内転・内旋位	『後方脱臼＝内転・内旋＋坐骨神経』	下肢骨,臨床,頻出	kb45de7af
解剖学::06 下肢骨	股関節後方脱臼で損傷しやすい神経は？	坐骨神経（特に総腓骨神経成分）	緊急整復が骨頭壊死予防に重要	下肢骨,臨床,神経,頻出	k99096be6
解剖学::06 下肢骨	unhappy triad とは？	ACL ＋ MCL ＋ 内側半月板の損傷		下肢骨,臨床,頻出	k95c9e62b
解剖学::06 下肢骨	ACL 損傷・PCL 損傷の診察法は？	ACL は前方引き出し試験／Lachman テスト、PCL は後方引き出し試験	『ACL前引出し、PCL後引出し』	下肢骨,臨床,頻出	ke362f44a
解剖学::06 下肢骨	PCL 損傷の典型的な受傷機転は？	dashboard injury（交通外傷で膝前面を打つ）		下肢骨,臨床	k6fbff40a
