生化学::03 先天代謝異常	フェニルケトン尿症（PKU）の欠損酵素と蓄積物質は？	欠損：フェニルアラニン水酸化酵素（PAH）　蓄積：フェニルアラニン（Phe）　欠乏：チロシン（Tyr）	正常経路：Phe → Tyr	代謝異常,アミノ酸,PKU	xen4u1
生化学::03 先天代謝異常	フェニルケトン尿症（PKU）の遺伝形式・症状・治療は？	AR（常染色体潜性）／知的障害・けいれん・色素低下（金髪・白い肌）・ネズミ尿様体臭／低フェニルアラニン食、BH4（テトラヒドロビオプテリン）補充	新生児マススクリーニング対象	代謝異常,アミノ酸,PKU	irva7
生化学::03 先天代謝異常	「白い肌・金髪・ネズミ尿臭・知的障害」といえば？	フェニルケトン尿症（PKU）	Phe 蓄積、Tyr 欠乏でメラニン低下	代謝異常,キーワード	vq2bf3
生化学::03 先天代謝異常	メープルシロップ尿症（MSUD）の欠損酵素と蓄積物質は？	欠損：分岐鎖α-ケト酸脱水素酵素複合体（BCKDH）　蓄積：ロイシン・イソロイシン・バリン（BCAA）と各α-ケト酸	分岐鎖アミノ酸が分解できない	代謝異常,アミノ酸,MSUD	xvh26v
生化学::03 先天代謝異常	メープルシロップ尿症（MSUD）の遺伝形式・症状・治療は？	AR／新生児期の哺乳不良・嘔吐・けいれん・メープルシロップ様の尿臭／分岐鎖アミノ酸制限、ビタミンB1（チアミン）	新生児マススクリーニング対象	代謝異常,アミノ酸,MSUD	198cwh
生化学::03 先天代謝異常	ホモシスチン尿症の欠損酵素と蓄積・欠乏物質は？	欠損：シスタチオニンβ合成酵素（CBS）　蓄積：ホモシステイン・メチオニン　欠乏：システイン	正常経路：メチオニン → ホモシステイン → シスタチオニン → システイン	代謝異常,アミノ酸	eyf137
生化学::03 先天代謝異常	ホモシスチン尿症の症状と治療は？	AR／水晶体脱臼（下方）・Marfan 様の骨格異常・血栓症・知的障害／ビタミンB6 大量療法、メチオニン制限、システイン補充	Marfan 症候群は水晶体が「上方」脱臼	代謝異常,アミノ酸,頻出	14u3qen
生化学::03 先天代謝異常	「Marfan 様体型＋血栓症＋水晶体の下方脱臼」といえば？	ホモシスチン尿症	Marfan 症候群との鑑別が頻出	代謝異常,キーワード,頻出	16vhjcf
生化学::03 先天代謝異常	ガラクトース血症（GALT 欠損型）の欠損酵素と蓄積物質は？	欠損：ガラクトース-1-リン酸ウリジルトランスフェラーゼ（GALT）　蓄積：ガラクトース-1-リン酸・ガラクトース	正常経路：ガラクトース → Gal-1-P → UDP-ガラクトース	代謝異常,糖質	1s121k5
生化学::03 先天代謝異常	ガラクトース血症の症状と治療は？	AR／哺乳後の嘔吐・黄疸・肝腫大・白内障・大腸菌（E. coli）敗血症／乳糖除去ミルクで完全除去	白内障は galactitol の蓄積による	代謝異常,糖質,頻出	re03kq
生化学::03 先天代謝異常	「新生児の白内障＋大腸菌敗血症＋哺乳後の嘔吐」といえば？	ガラクトース血症	乳糖（＝グルコース＋ガラクトース）を除去	代謝異常,キーワード	qwfncf
生化学::03 先天代謝異常	遺伝性フルクトース不耐症の欠損酵素と蓄積物質は？	欠損：フルクトース-1-リン酸アルドラーゼ（アルドラーゼB）　蓄積：フルクトース-1-リン酸	果糖・ショ糖の摂取で低血糖・肝障害	代謝異常,糖質	j1saww
生化学::03 先天代謝異常	糖原病 I 型（von Gierke 病）の欠損酵素と蓄積物質は？	欠損：グルコース-6-ホスファターゼ（G6Pase）　蓄積：肝グリコーゲン、グルコース-6-リン酸	肝が血糖を放出できない	代謝異常,糖原病	b9gfaw
生化学::03 先天代謝異常	糖原病 I 型（von Gierke 病）の症状は？	AR／低血糖・肝腫大・人形様顔貌・乳酸アシドーシス・高尿酸血症・高中性脂肪血症	キーワード「低血糖＋高乳酸＋肝腫大」	代謝異常,糖原病,頻出	l3m5hv
生化学::03 先天代謝異常	糖原病 V 型（McArdle 病）の欠損酵素と症状は？	欠損：筋グリコーゲンホスホリラーゼ（ミオホスホリラーゼ）／運動時の筋痙攣・筋痛、ミオグロビン尿、セカンドウィンド現象	蓄積：筋グリコーゲン、運動時に ATP 産生できない	代謝異常,糖原病,頻出	2pbcy6
生化学::03 先天代謝異常	「運動時の筋痛・ミオグロビン尿・セカンドウィンド現象」といえば？	糖原病 V 型（McArdle 病）	肝型（I型）は低血糖、筋型（V型）は運動時症状	代謝異常,キーワード	1tetqsj
生化学::03 先天代謝異常	Lesch-Nyhan 症候群の欠損酵素と蓄積物質は？	欠損：HGPRT（ヒポキサンチン-グアニンホスホリボシルトランスフェラーゼ）　蓄積：尿酸	プリン体のサルベージ経路が働かない	代謝異常,プリン	196yyte
生化学::03 先天代謝異常	Lesch-Nyhan 症候群の遺伝形式・症状・治療は？	XL（X連鎖潜性）／高尿酸血症・痛風・自傷行為・不随意運動・知的障害／アロプリノール、フェニルブタゾン	キーワード「自傷行為＋高尿酸」	代謝異常,プリン,頻出	1n60e2y
生化学::03 先天代謝異常	尿素回路異常症（OTC 欠損症）の欠損酵素と蓄積物質は？	欠損：オルニチントランスカルバミラーゼ（OTC）　蓄積：アンモニア、オロト酸	正常経路：オルニチン＋カルバモイルリン酸 → シトルリン	代謝異常,尿素回路	if0a38
生化学::03 先天代謝異常	OTC 欠損症の遺伝形式・症状・治療は？	XL（X連鎖潜性）／新生児期の高アンモニア血症・嘔吐・意識障害・呼吸性アルカローシス／タンパク制限、安息香酸ナトリウム、アルギニン投与	キーワード「高アンモニア血症＋オロト酸増加」	代謝異常,尿素回路,頻出	x38cdo
生化学::03 先天代謝異常	高アンモニア血症で「呼吸性アルカローシス」になるのはなぜか？	アンモニアが中枢の呼吸中枢を刺激して過換気になるため	尿素回路異常症の特徴的所見	代謝異常,尿素回路	1alijts
生化学::03 先天代謝異常	アルカプトン尿症の欠損酵素と蓄積物質は？	欠損：ホモゲンチジン酸オキシダーゼ（HGO）　蓄積：ホモゲンチジン酸	チロシン代謝の異常	代謝異常,アミノ酸	19kf1c2
生化学::03 先天代謝異常	アルカプトン尿症の症状は？	AR／尿が空気に触れて黒変（黒尿）・オクロノーシス（軟骨や結合組織の黒色沈着）・変形性関節症	キーワード「黒尿＋関節症」	代謝異常,キーワード	8m1uv1
生化学::03 先天代謝異常	眼皮膚白皮症（アルビニズム）の欠損酵素と欠乏物質は？	欠損：チロシナーゼ　欠乏：メラニン（メラニン前駆体からメラニンが作れない）	チロシン → メラニンの経路が障害	代謝異常,アミノ酸	1fxcuzg
生化学::03 先天代謝異常	ミトコンドリア病（MELAS）の異常と蓄積物質は？	ミトコンドリア酵素（呼吸鎖）の異常／蓄積：乳酸・ピルビン酸	母系遺伝（ミトコンドリア DNA）	代謝異常,ミトコンドリア	to0zky
生化学::03 先天代謝異常	ゴーシェ病の欠損酵素と蓄積物質は？	欠損：グルコセレブロシダーゼ　蓄積：グルコシルセラミド（グルコセレブロシド）	ライソゾーム病。ゴーシェ細胞、肝脾腫	代謝異常,ライソゾーム	1b7stc1
生化学::03 先天代謝異常	メチルマロン酸血症の欠損酵素と蓄積物質は？	欠損：メチルマロニルCoA ムターゼ　蓄積：メチルマロン酸	ビタミンB12（アデノシルコバラミン）が補酵素	代謝異常,有機酸	al9suo
生化学::03 先天代謝異常	プロピオン酸血症の欠損酵素と蓄積物質は？	欠損：プロピオニルCoA カルボキシラーゼ　蓄積：プロピオン酸	ビオチンが補酵素	代謝異常,有機酸	1t9e9d8
生化学::03 先天代謝異常	MCAD 欠損症（中鎖アシルCoA脱水素酵素欠損症）の欠損酵素と蓄積物質は？	欠損：中鎖アシルCoA デヒドロゲナーゼ（MCAD）　蓄積：中鎖脂肪酸	脂肪酸β酸化の異常。飢餓時に低ケトン性低血糖	代謝異常,脂肪酸	19gs2ju
生化学::03 先天代謝異常	新生児マススクリーニングで見つかる代表的な代謝異常症を挙げよ	フェニルケトン尿症・メープルシロップ尿症・ホモシスチン尿症・ガラクトース血症（＋先天性甲状腺機能低下症、先天性副腎過形成）	タンデムマス法で有機酸・脂肪酸代謝異常も	代謝異常,まとめ,頻出	1e4axep
生化学::03 先天代謝異常	X 連鎖潜性（XL）で遺伝する代謝異常症は？	Lesch-Nyhan 症候群、OTC 欠損症（尿素回路異常症）	その他の多くは AR（常染色体潜性）	代謝異常,まとめ,頻出	13jz4mu
生化学::03 先天代謝異常	欠損酵素から疾患を答えよ：グルコース-6-ホスファターゼ	糖原病 I 型（von Gierke 病）	肝型	代謝異常,逆引き	1mvaruz
生化学::03 先天代謝異常	欠損酵素から疾患を答えよ：シスタチオニンβ合成酵素	ホモシスチン尿症	CBS	代謝異常,逆引き	qjx262
生化学::03 先天代謝異常	欠損酵素から疾患を答えよ：ホモゲンチジン酸オキシダーゼ	アルカプトン尿症（黒尿病）	HGO	代謝異常,逆引き	si72fn
